,query,com_sinonimos
169,Bujão Óleo Abastecimento Referência 14325311 Aplicação Fiat Doblo Modelo: Atractive Uso Diferencial,Bujão de Abastecimento de Óleo de Referência 14325311 para Aplicação em Veículos Fiat Doblo Modelo Atractive com Uso Diferencial.
170,Bujão Óleo Abastecimento Referência 14325311 Aplicação Fiat Doblo Modelo: Atractive Uso Diferencial,"Bujão de Óleo para Abastecimento de Veículos, referência 14325311, compatível com o modelo Fiat Doblo Atractive, para uso diferenciado."
171,Bujão Óleo Abastecimento Referência 14325311 Aplicação Fiat Doblo Modelo: Atractive Uso Diferencial,"Bujão de Óleo para Abastecimento de Veículos, referência 14325311, compatível com o modelo Fiat Doblo Atractive, para uso diferenciado."
172,Folheto Nao Tecnico Papel Couchê Tipo Flyer Medida 15 X 21CM Tipo Impressão 4/0 Conforme Modelo,"Panfleto não Técnico em Papel Couchê do Tipo Flyer, com Dimensões de 15 por 21 Centímetros, e Tipo de Impressão 4/0, Conforme Modelo."
173,Folheto Nao Tecnico Papel Couchê Tipo Flyer Medida 15 X 21CM Tipo Impressão 4/0 Conforme Modelo,"Panfleto não Técnico em Papel Couchê do Tipo Flyer, com Dimensões de 15 por 21 Centímetros, e Tipo de Impressão 4/0, Conforme Modelo."
174,Folheto Nao Tecnico Papel Couchê Tipo Flyer Medida 15 X 21CM Tipo Impressão 4/0 Conforme Modelo,"Folheto de Divulgação não Técnico em Papel Couchê do Tipo Flyer, com Dimensões de 15 por 21 Centímetros, Impresso em 4/0 Conforme Modelo."
175,Folheto Nao Tecnico Papel Couchê Tipo Flyer Medida 15 X 21CM Tipo Impressão 4/0 Conforme Modelo,"Folheto de Divulgação não Técnico em Papel Couchê do Tipo Flyer, com Dimensões de 15 por 21 Centímetros, Impresso em 4/0 Conforme Modelo."
176,Tesoura Costura Aço Inoxidável Comprimento 12AWG Tipo Tecelão/Tesourete,"Tesoura para Costura em Aço Inoxidável, com Comprimento de 12 American Wire Gauge, adequada para Tecelão/Tesourete."
177,Tesoura Costura Aço Inoxidável Comprimento 12AWG Tipo Tecelão/Tesourete,"Tesoura para Costura em Aço Inoxidável, com Comprimento de 12 American Wire Gauge, adequada para Tecelão/Tesourete."
178,Tesoura Costura Aço Inoxidável Comprimento 12AWG Tipo Tecelão/Tesourete,"Tesoura de Costura feita de Aço Inoxidável com Comprimento de 12 American Wire Gauge, ideal para tecelões e tesoureiros."
179,Tesoura Costura Aço Inoxidável Comprimento 12AWG Tipo Tecelão/Tesourete,"Tesoura de Costura feita de Aço Inoxidável com Comprimento de 12 American Wire Gauge, ideal para tecelões e tesoureiros."
180,Óleo Isolante Tipo Base Mineral Naftênico Viscosidade Máxima A 40°C 11CM Viscosidade Máxima A 100ºc 3UN Ponto Fulgor 140MS Ponto Fluidez Mínima -12° C Aplicação Transformador/Equipamento Manobra,"Óleo Isolante de Base Mineral Naftênico, apresentando Viscosidade Máxima de 11 Centímetros a 40 Graus Celsius, Viscosidade Máxima de 3 Unidades a 100 Graus Celsius, Ponto de Fulgor de 140 Milissegundos e Ponto de Fluidez Mínima de -12 Graus Celsius, destinado a Aplicação em Transformadores e Equipamentos de Manobra."
181,Óleo Isolante Tipo Base Mineral Naftênico Viscosidade Máxima A 40°C 11CM Viscosidade Máxima A 100ºc 3UN Ponto Fulgor 140MS Ponto Fluidez Mínima -12° C Aplicação Transformador/Equipamento Manobra,"Óleo Isolante de Base Mineral Naftênico, apresentando Viscosidade Máxima de 11 Centímetros a 40 Graus Celsius, Viscosidade Máxima de 3 Unidades a 100 Graus Celsius, Ponto de Fulgor de 140 Milissegundos e Ponto de Fluidez Mínima de -12 Graus Celsius, destinado a Aplicação em Transformadores e Equipamentos de Manobra."
182,Óleo Isolante Tipo Base Mineral Naftênico Viscosidade Máxima A 40°C 11CM Viscosidade Máxima A 100ºc 3UN Ponto Fulgor 140MS Ponto Fluidez Mínima -12° C Aplicação Transformador/Equipamento Manobra,"Óleo Isolante de Base Mineral Naftênica com Viscosidade Máxima de 11 Centímetros a 40 Graus Celsius, Viscosidade Máxima de 3 Unidades Newton a 100 Graus Celsius, Ponto de Fulgor de 140 Milissegundos, Ponto de Fluidez Mínima de -12 Graus Celsius, adequado para Aplicação em Transformadores e Equipamentos de Manobra."
183,Óleo Isolante Tipo Base Mineral Naftênico Viscosidade Máxima A 40°C 11CM Viscosidade Máxima A 100ºc 3UN Ponto Fulgor 140MS Ponto Fluidez Mínima -12° C Aplicação Transformador/Equipamento Manobra,"Óleo Isolante de Base Mineral Naftênica com Viscosidade Máxima de 11 Centímetros a 40 Graus Celsius, Viscosidade Máxima de 3 Unidades Newton a 100 Graus Celsius, Ponto de Fulgor de 140 Milissegundos, Ponto de Fluidez Mínima de -12 Graus Celsius, adequado para Aplicação em Transformadores e Equipamentos de Manobra."
184,Balanceadora De Rodas Tipo Balanceamento Estático E Dinâmico Acionamento Motor Tensão Alimentação 220V Precisão 2MG Faixa Larguras Rodas 1 A 20POL Faixa Diâmetros Rodas 12 A 22POL,"Balanceadora de Rodas para Equilíbrio Estático e Dinâmico, acionada por Motor, com Tensão de Alimentação de 220 Volts, Precisão de 2 Miligramas, adequada para Larguras de Rodas entre 1 e 20 Polegadas e Diâmetros entre 12 e 22 Polegadas."
185,Balanceadora De Rodas Tipo Balanceamento Estático E Dinâmico Acionamento Motor Tensão Alimentação 220V Precisão 2MG Faixa Larguras Rodas 1 A 20POL Faixa Diâmetros Rodas 12 A 22POL,"Balanceadora de Rodas para Equilíbrio Estático e Dinâmico, acionada por Motor, com Tensão de Alimentação de 220 Volts, Precisão de 2 Miligramas, adequada para Larguras de Rodas entre 1 e 20 Polegadas e Diâmetros entre 12 e 22 Polegadas."
186,Balanceadora De Rodas Tipo Balanceamento Estático E Dinâmico Acionamento Motor Tensão Alimentação 220V Precisão 2MG Faixa Larguras Rodas 1 A 20POL Faixa Diâmetros Rodas 12 A 22POL,"Equipamento de Balanceamento de Rodas para Análise Estática e Dinâmica, acionado por Motor com Tensão de Alimentação de 220 Volts, precisão de 2 Miligramas, compatível com Larguras de Rodas de 1 a 20 Polegadas e Diâmetros de 12 a 22 Polegadas."
187,Balanceadora De Rodas Tipo Balanceamento Estático E Dinâmico Acionamento Motor Tensão Alimentação 220V Precisão 2MG Faixa Larguras Rodas 1 A 20POL Faixa Diâmetros Rodas 12 A 22POL,"Equipamento de Balanceamento de Rodas para Análise Estática e Dinâmica, acionado por Motor com Tensão de Alimentação de 220 Volts, precisão de 2 Miligramas, compatível com Larguras de Rodas de 1 a 20 Polegadas e Diâmetros de 12 a 22 Polegadas."
188,Bancada Profissional Aço Carbono E Compensado Naval Comprimento 200V Largura 60MM Altura 92MM Espessura 40X Aplicação Laboratório Tampo Compensado Naval Ou Pinus E Envernizado De 4 Componentes 2 Gavetas Com Cadeado,"Bancada Laboratorial de Aço Carbono e Compensado Naval, com Comprimento de 200 Volts, Largura de 60 Milímetros, Altura de 92 Milímetros, Espessura de 40, Aplicação em Laboratório, Tampo Compensado Naval ou Pinus e Envernizado de 4 Componentes, 2 Gavetas com Cadeado."
189,Bancada Profissional Aço Carbono E Compensado Naval Comprimento 200V Largura 60MM Altura 92MM Espessura 40X Aplicação Laboratório Tampo Compensado Naval Ou Pinus E Envernizado De 4 Componentes 2 Gavetas Com Cadeado,"Bancada Laboratorial de Aço Carbono e Compensado Naval, com Comprimento de 200 Volts, Largura de 60 Milímetros, Altura de 92 Milímetros, Espessura de 40, Aplicação em Laboratório, Tampo Compensado Naval ou Pinus e Envernizado de 4 Componentes, 2 Gavetas com Cadeado."
190,Bancada Profissional Aço Carbono E Compensado Naval Comprimento 200V Largura 60MM Altura 92MM Espessura 40X Aplicação Laboratório Tampo Compensado Naval Ou Pinus E Envernizado De 4 Componentes 2 Gavetas Com Cadeado,"Bancada Laboratorial de Aço Carbono e Madeira Compensada Naval, com Comprimento de 200 Volts, Largura de 60 Milímetros, Altura de 92 Milímetros e Espessura de 40, Aplicável em Laboratórios, com Tampo Compensado Naval ou Pinus e Envernizado em 4 Componentes, 2 Gavetas com Cadeado."
191,Bancada Profissional Aço Carbono E Compensado Naval Comprimento 200V Largura 60MM Altura 92MM Espessura 40X Aplicação Laboratório Tampo Compensado Naval Ou Pinus E Envernizado De 4 Componentes 2 Gavetas Com Cadeado,"Bancada Laboratorial de Aço Carbono e Madeira Compensada Naval, com Comprimento de 200 Volts, Largura de 60 Milímetros, Altura de 92 Milímetros e Espessura de 40, Aplicável em Laboratórios, com Tampo Compensado Naval ou Pinus e Envernizado em 4 Componentes, 2 Gavetas com Cadeado."
192,"Acoplamento Elástico Poliuretano Modelo Ômega E70m Rexnord Aplicação Bomba D'Água Bipartido, Diãmetro Externo 356mm","Conector Elástico de Poliuretano do Tipo Ômega E70m da Rexnord, projetado para Bomba D'Água Bipartida, com Diâmetro Externo de 356 milímetros."
193,"Acoplamento Elástico Poliuretano Modelo Ômega E70m Rexnord Aplicação Bomba D'Água Bipartido, Diãmetro Externo 356mm","Conector Elástico de Poliuretano do Tipo Ômega E70m da Rexnord, projetado para Bomba D'Água Bipartida, com Diâmetro Externo de 356 milímetros."
194,"Acoplamento Elástico Poliuretano Modelo Ômega E70m Rexnord Aplicação Bomba D'Água Bipartido, Diãmetro Externo 356mm","Acoplamento Elástico de Poliuretano do Modelo Ômega E70m da Rexnord, projetado para Bombas D'Água Bipartidas, com Diâmetro Externo de 356 Milímetros."
195,"Acoplamento Elástico Poliuretano Modelo Ômega E70m Rexnord Aplicação Bomba D'Água Bipartido, Diãmetro Externo 356mm","Acoplamento Elástico de Poliuretano do Modelo Ômega E70m da Rexnord, projetado para Bombas D'Água Bipartidas, com Diâmetro Externo de 356 Milímetros."
196,Anticorrosivo Apresentação Líquido Aspecto Físico Líquido Viscoso Composição Aditivos Lubrificantes E Anticorrosivos Outros Componentes Lubrificante,"Proteção contra corrosão em forma líquida, com aspecto físico viscoso, composta por aditivos lubrificantes e anticorrosivos, além de outros componentes lubrificantes."
197,Anticorrosivo Apresentação Líquido Aspecto Físico Líquido Viscoso Composição Aditivos Lubrificantes E Anticorrosivos Outros Componentes Lubrificante,"Proteção contra corrosão em forma líquida, com aspecto físico viscoso, composta por aditivos lubrificantes e anticorrosivos, além de outros componentes lubrificantes."
198,Anticorrosivo Apresentação Líquido Aspecto Físico Líquido Viscoso Composição Aditivos Lubrificantes E Anticorrosivos Outros Componentes Lubrificante,"Produto Anticorrosivo em Formato Líquido com Textura Viscosa, composto por Aditivos Lubrificantes e Anticorrosivos, além de outros Componentes Lubrificantes."
199,Anticorrosivo Apresentação Líquido Aspecto Físico Líquido Viscoso Composição Aditivos Lubrificantes E Anticorrosivos Outros Componentes Lubrificante,"Produto Anticorrosivo em Formato Líquido com Textura Viscosa, composto por Aditivos Lubrificantes e Anticorrosivos, além de outros Componentes Lubrificantes."
